SITE CODE,Location Name,Latitude/Northings,Longitude/Eastings,EPSG Code,Survey Date,Survey Time,Site observations,Survey duration (hrs),Sampler group name *,Number in sampler group,No. of volunteers testing,Water type,Rainfall in last 7 days,Rainfall (mm) (optional),Water level or flow,Rate of Flow (optional),Air Temperature (deg C),Water Temperature (deg C),pH (pH units),Electrical Conductivity (µS/cm),Turbidity (NTUs),Available Phosphate (mg/L),Dissolved Oxygen (mg/L),Dissolved Oxygen (% sat),Faecal Coliforms (CFU/100mL),E. coli (CFU/100mL),Total Phosphate (mg/L),Nitrates (mg/L as N),Did you calibrate your EC meter?,Water Testing Notes/Issues,Photos uploaded,Verifyed by Ingrid,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",13/10/20,1:00 PM,"No pollution, ",0.5,Bellingen Riverwatch,,,,Light,,Medium,,25.5,18.5,6.98,,10,0.00,7.6,82,,,,,,"D.O. was tested 3 times (7.8; 7.2; 7.6 mg/l)
EC meter needs calibrating but is a different model to that in the notes and the method doesn't work - will chase up, but no EC reading ","[https://biocollect.ala.org.au/image?id=2020-10-NeverNever1-upstream.JPG, https://biocollect.ala.org.au/image?id=2020-10-NeverNever1-downstream.JPG, https://biocollect.ala.org.au/image?id=2020-10-NeverNever1-across.JPG]",YES,Fresh,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",10/11/20,1:00 PM,"No pollution or smell, water looking clean and clear",1.00,Bellingen Riverwatch,1,,Fresh,Light,,Medium,,22.0,18.5,6.77,40,7,0.05,7.65,82,,,,,Yes,Did 2 readings for D.O. : 7.5 and 7.8mg/l   Sample was taken midstream and was flowing but shallow only ~20cm deep,"[https://biocollect.ala.org.au/image?id=2020-11-NeverNever1upstream.JPG, https://biocollect.ala.org.au/image?id=2020-11-NeverNever1-downstream.JPG, https://biocollect.ala.org.au/image?id=2020-11-NeverNever1-across.JPG]",YES,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",8/12/20,12:30 PM,"Clear,sunny,no visible pollution, water pretty low but running and clear. Birds heard but not seen inc wrens, honeyeaters",1.0,Bellingen Riverwatch,1,,Fresh,Light,,Low,,27.0,22.5,6.47,,,0.02,6.2,72,,,,,No,Couldn't calibrate the EC meter- need to get a printout of the instructions for the model I am using,"[https://biocollect.ala.org.au/image?id=2020_12_NN1_upstream.JPG, https://biocollect.ala.org.au/image?id=2020_12_NN1_downstream.JPG, https://biocollect.ala.org.au/image?id=2020_12_NN1_across.JPG]",Yes,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",8/12/20,12:30 PM,"Clear,sunny,no visible pollution, water pretty low but running and clear. Birds heard but not seen inc wrens, honeyeaters",1.0,Bellingen Riverwatch,1,,Fresh,Light,,Low,,27.0,22.5,6.47,,,0.02,6.2,72,,,,,No,Couldn't calibrate the EC meter- need to get a printout of the instructions for the model I am using,"[https://biocollect.ala.org.au/image?id=2020_12_NN1_upstream.JPG, https://biocollect.ala.org.au/image?id=2020_12_NN1_downstream.JPG, https://biocollect.ala.org.au/image?id=2020_12_NN1_across.JPG]",Yes,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",12/1/21,12:00 PM,"Fine weather, many visitors and swimmers at site which is not normally busy, flycatchers seen, no algae, ",.67,Bellingen Riverwatch,1,,Fresh,Moderate,,High,,30.5,19,7.2,30,7,0.00,7.8,84,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=2021_01_NN1_upstream.JPG, https://biocollect.ala.org.au/image?id=2021_01_NN1_downstream.JPG, https://biocollect.ala.org.au/image?id=2021_01_NN1_across.JPG]",YES,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",10/2/21,2:30 PM,"Overcast day, still conditions. No wildlife seen, swimmers and dogs in the study area",0.5,Bellingen Riverwatch,1,,Fresh,Moderate,,Medium,,29.5,20.0,7.2,30,7,0.00,8.1,89,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=2021-02-NN1-upstream.JPG, https://biocollect.ala.org.au/image?id=2021-02-NN1-downstream.JPG, https://biocollect.ala.org.au/image?id=2021-02-NN1-across.JPG]",YES,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",10/3/21,1:45 PM,"Nil pollution or algae, Birds heard not seen",0.75,Bellingen Riverwatch,1,,Fresh,Moderate,,High,,25.5,20,6.86,40,7,0,8,88,,,,,Yes,,,YES,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",14/4/21,2:00 PM,no pollution or algae,0.5,Bellingen Riverwatch,1,,Fresh,Moderate,,High,,19.5,16,7.1,30,7,0,8.2,83,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=2021-04-NN1-upstream.JPG, https://biocollect.ala.org.au/image?id=2021-04-NN1-downstream.JPG, https://biocollect.ala.org.au/image?id=2021-04-NN1-across.JPG]",Yes,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",14/7/21,2:30 PM,"Clear and windy, some toilet paper near stream, birds heard including owl",0.75,Bellingen Riverwatch,1,1,Fresh,Light,,Low,,17,14.5,7.1,40,7,0.03,9.3,92,,,,,Yes,Will have to add the images when internet service is working better than now..,,YES,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",11/8/21,2:15 PM,"Bridgeworks just upstream, booms in place for sediment control",0.5,Bellingen Riverwatch,1,,Fresh,Light,,Low,,20,13.5,7,40,7,0,9.1,88,,,,,Yes,,,YES,,,,,,,,,,,,,,,,,,
NN1,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,,15/9/21,2:16:00 下午,Silt pollution from bridgework over streambed and in water,0.75,Bellingen Riverwatch,1,,Fresh,Light,,Low,,16.5,15,7.64,50,7,0,9.2,91,,,,,Yes,"Bridgework 50m upstream has caused a plume of silt which is still evident in the water but significant on the streambed itself - see photos. Manager of worksite came and spoke to me as soon as I was spotted on site, he said he was in touch with the Bellingen Council environmental officer. I sampled as per normal.","[https://biocollect.ala.org.au/image?id=20210915_NN1_Upstream.JPG, https://biocollect.ala.org.au/image?id=20210915_NN1_Downstream.JPG, https://biocollect.ala.org.au/image?id=20210915_NN1_Across.JPG]",YES,,,,,,,,,,,,,,,,,,
NN1 ,"Never Never NN1 - Never Never River at Promised Land Road, Tuckers Nob",-30.3605716,152.9044081,"WGS 84, Lat/Lon",14/5/19,4:00 PM,,,Bellingen Riverwatch,,,,,,,,,,,,,,,,20,,,,false,"Testathon result - tested by Sue Lennox, uploaded by Amy Denshire ",,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",14/11/17,4:55 PM,"Steady flow into pool, lots of bubbles at rapids, clear warm afternoon, shaded by forest",,Bellingen Riverwatch,,1,Fresh,Light,,Medium,,21,18.5,8,50,7,0.06,9.4,101,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",13/12/17,7:50 AM,"Cool clear still morning, water clear, noisy cicadas, while water flow was steady over rapids into pool, pool was slower, with some leaves on surface. Sunny morning, pool still shaded by forest. Many birds flitting through trees",,Bellingen Riverwatch,,1,,Light,,Low,,17,18.5,7.5,40,7,0.05,7.4,80,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",12/4/18,9:00 AM,"Very windy autumn morning, water crystal clear, ruffled water surface from wind gusts, strong flow over rapids above collection point",,Bellingen Riverwatch,,1,Fresh,Light,,Medium,,23,18.5,7,40,10,0,8.6,93,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",9/5/18,11:55 AM,"Clear autumn morning, brisk cool breeze, patchy sunshine with pool still shaded by forest; 2 cattle in paddock, accessing drinking water at pool with several soft cow-pats at water's edge, some bubbles/slight scummy appearance on water surface out of the main flow",1,Bellingen Riverwatch,,1,Fresh,Moderate,,Medium,,20,16.5,6.5,40,10,0,8.8,91,,,,,true,Query 0.00 mg/L available phosphate reading,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",13/6/18,12:25 PM,"cool overcast winter day. Still evidence of small number of stock accessing pool, but no cattle sighted. Some minor disturbance to edge gravel and droppings (not fresh) Landowner informed. ",,Bellingen Riverwatch,,1,,Light,,Medium,,17,13,7,40,6,0,8.8,83,,,,,true,Fixed DO sample immediately but unable to complete testing til following morning,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",14/8/18,4:37 PM,"Calm wintry afternoon, clear, pool shaded, little to no breeze, no stock or wildlife sighted",1,Bellingen Riverwatch,1,1,Fresh,Nil,,Medium,,14,11,7,40,7,0,9,82,,,,,true,"Nil, noting survey duration reflects sampling and testing time",,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",11/9/18,11:58 AM,"Warm spring day, sunny with light breeze, pool shaded by forest; water flow clear and steady into pool, some increase in appearance of flow rate after recent rain and storms; several cow pats on rocks approaching pool ",,Bellingen Riverwatch,1,1,,Moderate,,Medium,,21,15,7,30,7,0.02,7.8,77,,,,,true,"Just realised I added cow pat note to NN1 data by mistake, it was at Crystal Creek as noted on this entry. ",,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",10/10/18,12:00 AM,"Warm with some clouds, possibly building to storm. Water flow steady, some increase in visual flow and slight depth increase after recent rain and storms",,Bellingen Riverwatch,1,1,,Moderate,,Medium,,25,18,7,40,7,0.02,7,74,,,,,true,Wondered if dissolved oxygen appeared low given flow rate over rapids immediately above the test pool; but did not retest. ,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",12/12/18,6:50 AM,"Clear, still sunny morning. Pool in dappled sunlight, water clear, no signs of stock around pool or in approaching; multiple bird calls in forest around",1,Bellingen Riverwatch,1,1,Fresh,Moderate,,Medium,,22.5,14.5,7,40,7,0.02,7.2,71,,,,,true,"DO seems low for water conditions as there is an area of rapids and a long riffle immediately above the collection pool. DO testing chemicals are in date, care was taken re chemical measurement, sample was fixed ASAP and final testing done later in the day",,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",9/1/19,5:50 PM,"Warm, still, humid afternoon. Prolific bird life in forest around pool; good water flow, bubbles on eddy in main testing pool below rapids; landowner reported over 300 car loads of walkers accessed his property to follow NN ck up to Gleniffer Falls  which is several klms upstream of this site over Christmas New/Year. As he is now elderly and finds this volume of visitation difficult to manage, he is requesting signage from Council to discourage/ prohibit unauthorised entry to his property",,Bellingen Riverwatch,1,1,Fresh,Light,,Medium,,25,17,7,40,7,0.08,7.2,74,,,,,true,Could not get a stable reading from ph meter; will request training in use,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",13/3/19,8:41 AM,"Cool, light cloud, light breeze. Site still shaded by riparian forest",,Bellingen Riverwatch,1,1,Fresh,Moderate,,Medium,,19.5,20,6.5,40,7,0.01,6.8,75,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",10/4/19,4:51 PM,"Increased flow over rapids into pool, faster flow and increased water level, cool cloudy, sporadic drizzle",,Bellingen Riverwatch,1,1,Fresh,Moderate,,Medium,,20,18,7,40,7,0,7.9,83,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",14/5/19,11:15 AM,"Cool and damp walking down to the test site, recent overnight rain and heavy dew fall at this time of year. Pool partially shaded, numerous birds heard in forest areas surrounding the pool, less audible close to test site due to water sounds over rapids. Water very clear , a few  small algae blooms in stiller waters noticeable on closest bank below test area. ",1,Bellingen Riverwatch,1,1,,Light,,Medium,,20,15,6.5,40,7,0.03,8.5,84,,,,,true,"No issues, collected DO in plastic collection bottle which seemed to work well although not sure of stability of plastic with chemicals?? Used plastic as other bottles needed for the BOD samples for the Testathon. ",,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",14/5/19,4:00 PM,,,Bellingen Riverwatch,,,,,,,,,,,,,,,,0,,,,false,"Testathon result - tested by Sue Lennox, uploaded by Amy Denshire ",,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",14/5/19,4:00 PM,,,Bellingen Riverwatch,,,,,,,,,,,,,,,,0,,,,false,"Testathon result - tested by Sue Lennox, uploaded by Amy Denshire ",,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",10/7/19,3:51 PM,"Cool still afternoon, water running strongly down rapids, no birds or wildlife noted. ",1,Bellingen Riverwatch,1,1,Fresh,Moderate,,Medium,,12.5,11.5,6.5,40,7,0.01,8.8,82,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",14/8/19,7:54 AM,"Cold, clear morning with high light mist over river valley, dissipating with increasing strength of sun. More bird calls and activity that usually noted when collecting later in the day. Pool clear and still, no noticeable increase in leaf litter etc despite strong winds for several days prior to testing. Some silt and fine plant matter noticed on rocks at the pool edge - easily disturbed",1,Bellingen Riverwatch,1,1,Fresh,Light,,Medium,,10,10,6.5,40,7,0,8.8,78,,,,,true,Can someone please explain why cold temperature at 8.8 mg/l did not give a higher DO?  The collection was at the beginning of the large pool below a riffle with a good flow down over the rocks. ,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",11/9/19,2:09 PM,"Cloudy, cool and still; many  birds heard in surrounding forest while approaching and leaving site (can't hear at river due to rapids above pool); Sited large goanna when leaving site",,Bellingen Riverwatch,1,2,Fresh,Nil,,Low,,18,13,6.5,40,10,0.01,8,76,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",10/3/20,11:27 AM,Cloudy with light drizzle. Some white foam at pool edge in collection area,1,Bellingen Riverwatch,,1,Freshwater,Moderate,,High,,19,17.5,,40,10,0.09,8.2,87,,,,Yes,10,Tested DO twice as requested. Results were 8 mg/L & 8.2 mg/L,"[https://biocollect.ala.org.au/image?id=0_20200310_112643.jpg, https://biocollect.ala.org.au/image?id=20200310_112651.jpg, https://biocollect.ala.org.au/image?id=20200310_112656%280%29.jpg]",c977c0ac-3ff6-4c29-8891-f465f1e89bf7,Fresh,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",15/4/20,1:54 PM,"Generally a clear, sunny Autumn day, localised cloud over site while testing, ",1,Bellingen Riverwatch,1,1,Fresh,Light,,Medium,,20,17,6.5,40,10,0.02,8.7,90,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=NN1.1_Across.jpg, https://biocollect.ala.org.au/image?id=NN1.1_Upstream.jpg, https://biocollect.ala.org.au/image?id=NN1.1_Downstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",14/10/20,9:36 AM,"Still, sunny morning, pools still part shaded, many birds in riparian forest, some fine silt on rocks at immediate water edge (no flow)",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,18,15.5,,50,10,0.05,8.6,87,,,,,Yes,I have a new Horiba Ph  meter which I am yet to be trained in the correct use so no Ph testing this month,"[https://biocollect.ala.org.au/image?id=0_NN1.1_Across.jpg, https://biocollect.ala.org.au/image?id=0_NN1.1_Downstream.jpg, https://biocollect.ala.org.au/image?id=0_NN1.1_Upstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",10/11/20,11:20 AM,"Many birds in surrounding forest, sunny day with light breeze, pool part-shaded by forest, small fish visible in pool, water spider  at edge of water",1,Bellingen Riverwatch,1,,Fresh,Light,,Medium,,24,19,6.7,40,10,0.00,8.6,93,,,,,Yes,"Used Horiba Ph meter for the first time on this site - primed 4 hrs before testing, did 2 point calibration Ph4 & Ph7 and tested water sample twice with same result","[https://biocollect.ala.org.au/image?id=1_NN1.1_Across.jpg, https://biocollect.ala.org.au/image?id=1_NN1.1_Downstream.jpg, https://biocollect.ala.org.au/image?id=1_NN1.1_Upstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",9/12/20,11:57 AM,"Deafening cicadas in surrounding forest! Sighted swamp wallaby on ridge approaching site. Pool on almost full sun, warm with light breeze. Water clear, light silt on edges, no algae",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,25,22,6.5,50,10,0.04,7.6,87,,,,,Yes,"I have resubmitted this record as I realised that I had mistakenly entered 0.08 in available phosphate, which was the NN1.2 reading. I tried unsuccessfully to edit so have resubmitted. As noted in prior entry I had some issues with the 2 point calibration of the Oriba pH meter. It  calibrated to the 7pH solution but the 4pH solution repeatedly read between 3.4 and 3.4 and generated an error E4. I had primed the meter, so I continued to use the meter for the pH readings on NN1.1, NN1.2 and NN1.3. Please disregard my earlier entry for NN1.1 but it may be worth checking this current entry against the earlier entry in case I omitted anything in the notes this time. (all ok IG)","[https://biocollect.ala.org.au/image?id=2_20201209_1159NN1.1Across.jpg, https://biocollect.ala.org.au/image?id=0_20201209_1159NN1.1Upstream.jpg, https://biocollect.ala.org.au/image?id=1_20201209_11.59NN1.1Down.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",9/12/20,11:57 AM,"Deafening cicadas in surrounding forest! Sighted swamp wallaby on ridge approaching site. Pool on almost full sun, warm with light breeze. Water clear, light silt on edges, no algae",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,25,22,6.5,50,10,0.04,7.6,87,,,,,Yes,"I have resubmitted this record as I realised that I had mistakenly entered 0.08 in available phosphate, which was the NN1.2 reading. I tried unsuccessfully to edit so have resubmitted. As noted in prior entry I had some issues with the 2 point calibration of the Oriba pH meter. It  calibrated to the 7pH solution but the 4pH solution repeatedly read between 3.4 and 3.4 and generated an error E4. I had primed the meter, so I continued to use the meter for the pH readings on NN1.1, NN1.2 and NN1.3. Please disregard my earlier entry for NN1.1 but it may be worth checking this current entry against the earlier entry in case I omitted anything in the notes this time. (all ok IG)","[https://biocollect.ala.org.au/image?id=2_20201209_1159NN1.1Across.jpg, https://biocollect.ala.org.au/image?id=0_20201209_1159NN1.1Upstream.jpg, https://biocollect.ala.org.au/image?id=1_20201209_11.59NN1.1Down.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.34833636,152.9076547,"WGS 84, Lat/Lon",14/1/21,4:15 PM,"Warm afternoon, humid, pool shaded by forest, sunny with some cloud, light wind; noise from cicadas and water flow over rapids drowned out any bird calls but several sighted in surrounding trees. Water clear and rapidly flowing",1,Bellingen Riverwatch,1,,Fresh,Moderate,,High,,31,21,6.6,40,10,0.03,6.8,76,,,,,Yes,"Did not have access to 4wd on 13th to access this testing site as my husband was away from 12th til 2pm on 14th, , so had to do later on 14th. Upstream photo didn't work for some reason (probably pilot error!!); I had fixed the DO for NN1.2 & 3 after collection on 13th and refrigerated overnight, and then tested all 3 samples early evening of 14th. Given the amount of flow over rapids immediately above the testing site I was surprised by the lower DO reading for NN 1.1.As for other sites, when doing the 2 point calibration of the Ph meter (4 & 7) the 4 calibration would only calibrate to 3.82 not 4. I repeated the calibration 2 times with the new 4ph solution and it calibrated to 3.82 both times. There was no issue with the 7 calibration","[https://biocollect.ala.org.au/image?id=20210114_162218.jpg, https://biocollect.ala.org.au/image?id=20210114_162233.jpg, https://biocollect.ala.org.au/image?id=0_20210114_162255.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.3488462,152.9085275,"WGS 84, Lat/Lon",9/2/21,11:49 AM,"Cloudy day with passing showers, many more birds, especially smaller (grey fantail and possibly rufous fantail and juvenille?) than usually sighted in forests around test site - maybe moist weather?? ",1,Bellingen Riverwatch,1,,Fresh,Light,,Medium,,21,20,6.6,40,10,0.04,8.6,95,,,,,Yes,"Ph meter again would not do 2 pt to 4ph standard solution - always gave an error reading. Calibration to 7 standard solution was fine. Retried several times, conducted Ph  test normally.","[https://biocollect.ala.org.au/image?id=0_20210209_NN1.1_Across.jpg, https://biocollect.ala.org.au/image?id=20210209_NN1.1_Downstream.jpg, https://biocollect.ala.org.au/image?id=20210209_NN1.1_Upstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.348336,152.907655,"WGS 84, Lat/Lon",9/3/21,12:45 PM,"Clear sunny day, understory damp from evening rain night before and heavy falls in previous week;",1,Bellingen Riverwatch,1,,Fresh,Heavy,,High,,26.5,19,6,40,10,0.05,6.4,69,,,,,Yes,Surprised by relatively low DO as water was crystal clear and fast running after consistent rainfall events in prior weeks. I collected at edge below rapids adjacent to yellowish submerged rock below rapids in upstream picture as usual. Suspecting Pilot/chemical error I retested fixed sample with almost identical result - have recorded mean.,"[https://biocollect.ala.org.au/image?id=20210309_124536.jpg, https://biocollect.ala.org.au/image?id=20210309_124542.jpg, https://biocollect.ala.org.au/image?id=20210309_124546.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.348336,152.907655,"WGS 84, Lat/Lon",11/5/21,12:08 PM,"Sun and cloud, ground moist from overnight light showers;",1,Bellingen Riverwatch,1,,Fresh,Light,,Medium,,21.5,16.5,6.3,40,7,0,8.4,87,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=20210511_120908.jpg, https://biocollect.ala.org.au/image?id=20210511_120913.jpg, https://biocollect.ala.org.au/image?id=20210511_120917.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.348336,152.907655,"WGS 84, Lat/Lon",14/7/21,11:43 AM,"Cloudy, windy, cold, moist ground from recent light rainfall, light drizzle when leaving site; water very clear, reddish-brown silt/debris settled on rock surfaces and crevices in still areas of pool, some leaf litter on surface, birds heard in surrounding forest, nil sightings",1,Bellingen Riverwatch,,,Fresh,Light,,Medium,,15.5,11,6.6,40,7,0.08,7.8,71,,,,,Yes,Stabilised DO sample at 3pm as unable to complete testing till 9am on 15.7.21. Noted that all DO testing chemicals are now out of date - used this time and will replace now.,"[https://biocollect.ala.org.au/image?id=20210714_114406.jpg, https://biocollect.ala.org.au/image?id=0_20210714_114412.jpg, https://biocollect.ala.org.au/image?id=20210714_114419.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.1,"Never Never NN1.1 - Never Never River, upstream at Crystal Creeks",-30.348336,152.907655,"WGS 84, Lat/Lon",11/8/21,12:50 PM,"Calm sunny day, water clear, birds in surrounding forest",1,Bellingen Riverwatch,1,,Fresh,Light,,Medium,,20,12.5,6.5,40,10,0,9.4,89,,,,,Yes,When completing 2 point calibration of Horiba pH meter - 4P Ph calibration solution calibrated to 3.9,"[https://biocollect.ala.org.au/image?id=NN1.1_Across_11.8.21.jpg, https://biocollect.ala.org.au/image?id=NN_1.1_Upstream_11.8.21.jpg, https://biocollect.ala.org.au/image?id=NN1.1_Downstream_1.8.21.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",14/11/17,1:00 PM,"Steady flow over rocky creek, clear leaf litter floating and some settled, shaded",,Bellingen Riverwatch,,1,,Light,,Low,,21,21,7,70,7,0.07,8,90,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",13/12/17,8:25 AM,"Warm clear morning, going to be a hot day, cicadas very noisy in forest around creek, lots of leaves and leaf litter in pool and floating on water surface",,Bellingen Riverwatch,,1,,Light,,Low,,19,19.5,7,60,7,0.01,7.6,84,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",9/5/18,4:48 PM,"Cool autumn afternoon, pool shaded, water clear and flowing well",,Bellingen Riverwatch,,1,Fresh,Light,,Medium,,18,19,7,60,7,0.19,7.8,84,,,,,true,Noted high available phosphate result. Stock are fenced out of creek at the site and immediately upstream but can access about 250m upstream. Have not specifically noted recent farming activity upstream eg spreading super phosphate fertilizer?.   ,,,,,,,,,,,,,,,,,,,,
